CodigoFabricante;Nome;Descricao;Categoria;Subcategoria;Marca;Voltagem;Amperagem;Aplicacao;ImagemLocal;Segmento
FAR-VAL-H4-24V-PAR-0090;Farol H4-24V par;Conjunto farol halogena 24V lado par;Farois;halogena;VALEO;24V;;Repos H4-24V 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\VALEO_FAR-VAL-H4-24V-PAR-0090.png;Pesado
FAR-VAL-H7-24V-LD-0091;Farol H7-24V direito;Conjunto farol halogena 24V lado direito;Farois;halogena;VALEO;24V;;Repos H7-24V 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\VALEO_FAR-VAL-H7-24V-LD-0091.png;Pesado
FAR-VAL-H7-24V-LE-0092;Farol H7-24V esquerdo;Conjunto farol halogena 24V lado esquerdo;Farois;halogena;VALEO;24V;;Repos H7-24V 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\VALEO_FAR-VAL-H7-24V-LE-0092.png;Pesado
FAR-VAL-H7-24V-PAR-0093;Farol H7-24V par;Conjunto farol halogena 24V lado par;Farois;halogena;VALEO;24V;;Repos H7-24V 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\VALEO_FAR-VAL-H7-24V-PAR-0093.png;Pesado
FAR-VAL-LED-24V-LD-0094;Farol LED-24V direito;Conjunto farol LED 24V lado direito;Farois;LED;VALEO;24V;;Repos LED-24V 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\VALEO_FAR-VAL-LED-24V-LD-0094.png;Pesado
FAR-VAL-LED-24V-LE-0095;Farol LED-24V esquerdo;Conjunto farol LED 24V lado esquerdo;Farois;LED;VALEO;24V;;Repos LED-24V 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\VALEO_FAR-VAL-LED-24V-LE-0095.png;Pesado
FAR-VAL-LED-24V-PAR-0096;Farol LED-24V par;Conjunto farol LED 24V lado par;Farois;LED;VALEO;24V;;Repos LED-24V 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\VALEO_FAR-VAL-LED-24V-PAR-0096.png;Pesado
FAR-TYC-H4-LD-0097;Farol H4 direito;Conjunto farol halogena 12V lado direito;Farois;halogena;TYC;12V;;Repos H4 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-H4-LD-0097.png;Leve
FAR-TYC-H4-LE-0098;Farol H4 esquerdo;Conjunto farol halogena 12V lado esquerdo;Farois;halogena;TYC;12V;;Repos H4 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-H4-LE-0098.png;Leve
FAR-TYC-H4-PAR-0099;Farol H4 par;Conjunto farol halogena 12V lado par;Farois;halogena;TYC;12V;;Repos H4 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-H4-PAR-0099.png;Leve
FAR-TYC-H7-LD-0100;Farol H7 direito;Conjunto farol halogena 12V lado direito;Farois;halogena;TYC;12V;;Repos H7 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-H7-LD-0100.png;Leve
FAR-TYC-H7-LE-0101;Farol H7 esquerdo;Conjunto farol halogena 12V lado esquerdo;Farois;halogena;TYC;12V;;Repos H7 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-H7-LE-0101.png;Leve
FAR-TYC-H7-PAR-0102;Farol H7 par;Conjunto farol halogena 12V lado par;Farois;halogena;TYC;12V;;Repos H7 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-H7-PAR-0102.png;Leve
FAR-TYC-H1-LD-0103;Farol H1 direito;Conjunto farol halogena 12V lado direito;Farois;halogena;TYC;12V;;Repos H1 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-H1-LD-0103.png;Leve
FAR-TYC-H1-LE-0104;Farol H1 esquerdo;Conjunto farol halogena 12V lado esquerdo;Farois;halogena;TYC;12V;;Repos H1 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-H1-LE-0104.png;Leve
FAR-TYC-H1-PAR-0105;Farol H1 par;Conjunto farol halogena 12V lado par;Farois;halogena;TYC;12V;;Repos H1 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-H1-PAR-0105.png;Leve
FAR-TYC-H3-LD-0106;Farol H3 direito;Conjunto farol halogena 12V lado direito;Farois;halogena;TYC;12V;;Repos H3 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-H3-LD-0106.png;Leve
FAR-TYC-H3-LE-0107;Farol H3 esquerdo;Conjunto farol halogena 12V lado esquerdo;Farois;halogena;TYC;12V;;Repos H3 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-H3-LE-0107.png;Leve
FAR-TYC-H3-PAR-0108;Farol H3 par;Conjunto farol halogena 12V lado par;Farois;halogena;TYC;12V;;Repos H3 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-H3-PAR-0108.png;Leve
FAR-TYC-HB3-LD-0109;Farol HB3 direito;Conjunto farol halogena 12V lado direito;Farois;halogena;TYC;12V;;Repos HB3 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-HB3-LD-0109.png;Leve
FAR-TYC-HB3-LE-0110;Farol HB3 esquerdo;Conjunto farol halogena 12V lado esquerdo;Farois;halogena;TYC;12V;;Repos HB3 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-HB3-LE-0110.png;Leve
FAR-TYC-HB3-PAR-0111;Farol HB3 par;Conjunto farol halogena 12V lado par;Farois;halogena;TYC;12V;;Repos HB3 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-HB3-PAR-0111.png;Leve
FAR-TYC-HB4-LD-0112;Farol HB4 direito;Conjunto farol halogena 12V lado direito;Farois;halogena;TYC;12V;;Repos HB4 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-HB4-LD-0112.png;Leve
FAR-TYC-HB4-LE-0113;Farol HB4 esquerdo;Conjunto farol halogena 12V lado esquerdo;Farois;halogena;TYC;12V;;Repos HB4 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-HB4-LE-0113.png;Leve
FAR-TYC-HB4-PAR-0114;Farol HB4 par;Conjunto farol halogena 12V lado par;Farois;halogena;TYC;12V;;Repos HB4 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-HB4-PAR-0114.png;Leve
FAR-TYC-H11-LD-0115;Farol H11 direito;Conjunto farol halogena 12V lado direito;Farois;halogena;TYC;12V;;Repos H11 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-H11-LD-0115.png;Leve
FAR-TYC-H11-LE-0116;Farol H11 esquerdo;Conjunto farol halogena 12V lado esquerdo;Farois;halogena;TYC;12V;;Repos H11 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-H11-LE-0116.png;Leve
FAR-TYC-H11-PAR-0117;Farol H11 par;Conjunto farol halogena 12V lado par;Farois;halogena;TYC;12V;;Repos H11 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-H11-PAR-0117.png;Leve
FAR-TYC-LED-H4-LD-0118;Farol LED-H4 direito;Conjunto farol LED 12V lado direito;Farois;LED;TYC;12V;;Repos LED-H4 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-LED-H4-LD-0118.png;Leve
FAR-TYC-LED-H4-LE-0119;Farol LED-H4 esquerdo;Conjunto farol LED 12V lado esquerdo;Farois;LED;TYC;12V;;Repos LED-H4 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-LED-H4-LE-0119.png;Leve
FAR-TYC-LED-H4-PAR-0120;Farol LED-H4 par;Conjunto farol LED 12V lado par;Farois;LED;TYC;12V;;Repos LED-H4 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-LED-H4-PAR-0120.png;Leve
FAR-TYC-LED-H7-LD-0121;Farol LED-H7 direito;Conjunto farol LED 12V lado direito;Farois;LED;TYC;12V;;Repos LED-H7 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-LED-H7-LD-0121.png;Leve
FAR-TYC-LED-H7-LE-0122;Farol LED-H7 esquerdo;Conjunto farol LED 12V lado esquerdo;Farois;LED;TYC;12V;;Repos LED-H7 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-LED-H7-LE-0122.png;Leve
FAR-TYC-LED-H7-PAR-0123;Farol LED-H7 par;Conjunto farol LED 12V lado par;Farois;LED;TYC;12V;;Repos LED-H7 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-LED-H7-PAR-0123.png;Leve
FAR-TYC-LED-H11-LD-0124;Farol LED-H11 direito;Conjunto farol LED 12V lado direito;Farois;LED;TYC;12V;;Repos LED-H11 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-LED-H11-LD-0124.png;Leve
FAR-TYC-LED-H11-LE-0125;Farol LED-H11 esquerdo;Conjunto farol LED 12V lado esquerdo;Farois;LED;TYC;12V;;Repos LED-H11 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-LED-H11-LE-0125.png;Leve
FAR-TYC-LED-H11-PAR-0126;Farol LED-H11 par;Conjunto farol LED 12V lado par;Farois;LED;TYC;12V;;Repos LED-H11 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-LED-H11-PAR-0126.png;Leve
FAR-TYC-LED-HB3-LD-0127;Farol LED-HB3 direito;Conjunto farol LED 12V lado direito;Farois;LED;TYC;12V;;Repos LED-HB3 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-LED-HB3-LD-0127.png;Leve
FAR-TYC-LED-HB3-LE-0128;Farol LED-HB3 esquerdo;Conjunto farol LED 12V lado esquerdo;Farois;LED;TYC;12V;;Repos LED-HB3 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-LED-HB3-LE-0128.png;Leve
FAR-TYC-LED-HB3-PAR-0129;Farol LED-HB3 par;Conjunto farol LED 12V lado par;Farois;LED;TYC;12V;;Repos LED-HB3 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-LED-HB3-PAR-0129.png;Leve
FAR-TYC-XENON-D2S-LD-0130;Farol XENON-D2S direito;Conjunto farol xenon 12V lado direito;Farois;xenon;TYC;12V;;Repos XENON-D2S 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-XENON-D2S-LD-0130.png;Leve
FAR-TYC-XENON-D2S-LE-0131;Farol XENON-D2S esquerdo;Conjunto farol xenon 12V lado esquerdo;Farois;xenon;TYC;12V;;Repos XENON-D2S 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-XENON-D2S-LE-0131.png;Leve
FAR-TYC-XENON-D2S-PAR-0132;Farol XENON-D2S par;Conjunto farol xenon 12V lado par;Farois;xenon;TYC;12V;;Repos XENON-D2S 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-XENON-D2S-PAR-0132.png;Leve
FAR-TYC-XENON-D3S-LD-0133;Farol XENON-D3S direito;Conjunto farol xenon 12V lado direito;Farois;xenon;TYC;12V;;Repos XENON-D3S 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-XENON-D3S-LD-0133.png;Leve
FAR-TYC-XENON-D3S-LE-0134;Farol XENON-D3S esquerdo;Conjunto farol xenon 12V lado esquerdo;Farois;xenon;TYC;12V;;Repos XENON-D3S 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-XENON-D3S-LE-0134.png;Leve
FAR-TYC-XENON-D3S-PAR-0135;Farol XENON-D3S par;Conjunto farol xenon 12V lado par;Farois;xenon;TYC;12V;;Repos XENON-D3S 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-XENON-D3S-PAR-0135.png;Leve
FAR-TYC-H4-24V-LD-0136;Farol H4-24V direito;Conjunto farol halogena 24V lado direito;Farois;halogena;TYC;24V;;Repos H4-24V 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-H4-24V-LD-0136.png;Pesado
FAR-TYC-H4-24V-LE-0137;Farol H4-24V esquerdo;Conjunto farol halogena 24V lado esquerdo;Farois;halogena;TYC;24V;;Repos H4-24V 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-H4-24V-LE-0137.png;Pesado
FAR-TYC-H4-24V-PAR-0138;Farol H4-24V par;Conjunto farol halogena 24V lado par;Farois;halogena;TYC;24V;;Repos H4-24V 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-H4-24V-PAR-0138.png;Pesado
FAR-TYC-H7-24V-LD-0139;Farol H7-24V direito;Conjunto farol halogena 24V lado direito;Farois;halogena;TYC;24V;;Repos H7-24V 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-H7-24V-LD-0139.png;Pesado
FAR-TYC-H7-24V-LE-0140;Farol H7-24V esquerdo;Conjunto farol halogena 24V lado esquerdo;Farois;halogena;TYC;24V;;Repos H7-24V 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-H7-24V-LE-0140.png;Pesado
FAR-TYC-H7-24V-PAR-0141;Farol H7-24V par;Conjunto farol halogena 24V lado par;Farois;halogena;TYC;24V;;Repos H7-24V 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-H7-24V-PAR-0141.png;Pesado
FAR-TYC-LED-24V-LD-0142;Farol LED-24V direito;Conjunto farol LED 24V lado direito;Farois;LED;TYC;24V;;Repos LED-24V 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-LED-24V-LD-0142.png;Pesado
FAR-TYC-LED-24V-LE-0143;Farol LED-24V esquerdo;Conjunto farol LED 24V lado esquerdo;Farois;LED;TYC;24V;;Repos LED-24V 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-LED-24V-LE-0143.png;Pesado
FAR-TYC-LED-24V-PAR-0144;Farol LED-24V par;Conjunto farol LED 24V lado par;Farois;LED;TYC;24V;;Repos LED-24V 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\TYC_FAR-TYC-LED-24V-PAR-0144.png;Pesado
FAR-PRI-H4-LD-0145;Farol H4 direito;Conjunto farol halogena 12V lado direito;Farois;halogena;PRIMOX;12V;;Repos H4 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-H4-LD-0145.png;Leve
FAR-PRI-H4-LE-0146;Farol H4 esquerdo;Conjunto farol halogena 12V lado esquerdo;Farois;halogena;PRIMOX;12V;;Repos H4 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-H4-LE-0146.png;Leve
FAR-PRI-H4-PAR-0147;Farol H4 par;Conjunto farol halogena 12V lado par;Farois;halogena;PRIMOX;12V;;Repos H4 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-H4-PAR-0147.png;Leve
FAR-PRI-H7-LD-0148;Farol H7 direito;Conjunto farol halogena 12V lado direito;Farois;halogena;PRIMOX;12V;;Repos H7 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-H7-LD-0148.png;Leve
FAR-PRI-H7-LE-0149;Farol H7 esquerdo;Conjunto farol halogena 12V lado esquerdo;Farois;halogena;PRIMOX;12V;;Repos H7 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-H7-LE-0149.png;Leve
FAR-PRI-H7-PAR-0150;Farol H7 par;Conjunto farol halogena 12V lado par;Farois;halogena;PRIMOX;12V;;Repos H7 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-H7-PAR-0150.png;Leve
FAR-PRI-H1-LD-0151;Farol H1 direito;Conjunto farol halogena 12V lado direito;Farois;halogena;PRIMOX;12V;;Repos H1 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-H1-LD-0151.png;Leve
FAR-PRI-H1-LE-0152;Farol H1 esquerdo;Conjunto farol halogena 12V lado esquerdo;Farois;halogena;PRIMOX;12V;;Repos H1 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-H1-LE-0152.png;Leve
FAR-PRI-H1-PAR-0153;Farol H1 par;Conjunto farol halogena 12V lado par;Farois;halogena;PRIMOX;12V;;Repos H1 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-H1-PAR-0153.png;Leve
FAR-PRI-H3-LD-0154;Farol H3 direito;Conjunto farol halogena 12V lado direito;Farois;halogena;PRIMOX;12V;;Repos H3 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-H3-LD-0154.png;Leve
FAR-PRI-H3-LE-0155;Farol H3 esquerdo;Conjunto farol halogena 12V lado esquerdo;Farois;halogena;PRIMOX;12V;;Repos H3 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-H3-LE-0155.png;Leve
FAR-PRI-H3-PAR-0156;Farol H3 par;Conjunto farol halogena 12V lado par;Farois;halogena;PRIMOX;12V;;Repos H3 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-H3-PAR-0156.png;Leve
FAR-PRI-HB3-LD-0157;Farol HB3 direito;Conjunto farol halogena 12V lado direito;Farois;halogena;PRIMOX;12V;;Repos HB3 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-HB3-LD-0157.png;Leve
FAR-PRI-HB3-LE-0158;Farol HB3 esquerdo;Conjunto farol halogena 12V lado esquerdo;Farois;halogena;PRIMOX;12V;;Repos HB3 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-HB3-LE-0158.png;Leve
FAR-PRI-HB3-PAR-0159;Farol HB3 par;Conjunto farol halogena 12V lado par;Farois;halogena;PRIMOX;12V;;Repos HB3 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-HB3-PAR-0159.png;Leve
FAR-PRI-HB4-LD-0160;Farol HB4 direito;Conjunto farol halogena 12V lado direito;Farois;halogena;PRIMOX;12V;;Repos HB4 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-HB4-LD-0160.png;Leve
FAR-PRI-HB4-LE-0161;Farol HB4 esquerdo;Conjunto farol halogena 12V lado esquerdo;Farois;halogena;PRIMOX;12V;;Repos HB4 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-HB4-LE-0161.png;Leve
FAR-PRI-HB4-PAR-0162;Farol HB4 par;Conjunto farol halogena 12V lado par;Farois;halogena;PRIMOX;12V;;Repos HB4 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-HB4-PAR-0162.png;Leve
FAR-PRI-H11-LD-0163;Farol H11 direito;Conjunto farol halogena 12V lado direito;Farois;halogena;PRIMOX;12V;;Repos H11 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-H11-LD-0163.png;Leve
FAR-PRI-H11-LE-0164;Farol H11 esquerdo;Conjunto farol halogena 12V lado esquerdo;Farois;halogena;PRIMOX;12V;;Repos H11 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-H11-LE-0164.png;Leve
FAR-PRI-H11-PAR-0165;Farol H11 par;Conjunto farol halogena 12V lado par;Farois;halogena;PRIMOX;12V;;Repos H11 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-H11-PAR-0165.png;Leve
FAR-PRI-LED-H4-LD-0166;Farol LED-H4 direito;Conjunto farol LED 12V lado direito;Farois;LED;PRIMOX;12V;;Repos LED-H4 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-LED-H4-LD-0166.png;Leve
FAR-PRI-LED-H4-LE-0167;Farol LED-H4 esquerdo;Conjunto farol LED 12V lado esquerdo;Farois;LED;PRIMOX;12V;;Repos LED-H4 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-LED-H4-LE-0167.png;Leve
FAR-PRI-LED-H4-PAR-0168;Farol LED-H4 par;Conjunto farol LED 12V lado par;Farois;LED;PRIMOX;12V;;Repos LED-H4 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-LED-H4-PAR-0168.png;Leve
FAR-PRI-LED-H7-LD-0169;Farol LED-H7 direito;Conjunto farol LED 12V lado direito;Farois;LED;PRIMOX;12V;;Repos LED-H7 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-LED-H7-LD-0169.png;Leve
FAR-PRI-LED-H7-LE-0170;Farol LED-H7 esquerdo;Conjunto farol LED 12V lado esquerdo;Farois;LED;PRIMOX;12V;;Repos LED-H7 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-LED-H7-LE-0170.png;Leve
FAR-PRI-LED-H7-PAR-0171;Farol LED-H7 par;Conjunto farol LED 12V lado par;Farois;LED;PRIMOX;12V;;Repos LED-H7 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-LED-H7-PAR-0171.png;Leve
FAR-PRI-LED-H11-LD-0172;Farol LED-H11 direito;Conjunto farol LED 12V lado direito;Farois;LED;PRIMOX;12V;;Repos LED-H11 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-LED-H11-LD-0172.png;Leve
FAR-PRI-LED-H11-LE-0173;Farol LED-H11 esquerdo;Conjunto farol LED 12V lado esquerdo;Farois;LED;PRIMOX;12V;;Repos LED-H11 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-LED-H11-LE-0173.png;Leve
FAR-PRI-LED-H11-PAR-0174;Farol LED-H11 par;Conjunto farol LED 12V lado par;Farois;LED;PRIMOX;12V;;Repos LED-H11 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-LED-H11-PAR-0174.png;Leve
FAR-PRI-LED-HB3-LD-0175;Farol LED-HB3 direito;Conjunto farol LED 12V lado direito;Farois;LED;PRIMOX;12V;;Repos LED-HB3 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-LED-HB3-LD-0175.png;Leve
FAR-PRI-LED-HB3-LE-0176;Farol LED-HB3 esquerdo;Conjunto farol LED 12V lado esquerdo;Farois;LED;PRIMOX;12V;;Repos LED-HB3 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-LED-HB3-LE-0176.png;Leve
FAR-PRI-LED-HB3-PAR-0177;Farol LED-HB3 par;Conjunto farol LED 12V lado par;Farois;LED;PRIMOX;12V;;Repos LED-HB3 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-LED-HB3-PAR-0177.png;Leve
FAR-PRI-XENON-D2S-LD-0178;Farol XENON-D2S direito;Conjunto farol xenon 12V lado direito;Farois;xenon;PRIMOX;12V;;Repos XENON-D2S 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_FAR-PRI-XENON-D2S-LD-0178.png;Leve
