DataHora=2026-09-26T14:05:34.5341682-03:00 | Nivel=INFO | Usuario=Nao autenticado | Perfil=Sem perfil | Tela=Geral | Acao=Inicializando estrutura do banco SQLite em 'C:\Users\campo\AppData\Local\Temp\primox-c113-smoke-20260926_140533\primoauto_operacional.db'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:25.0055392-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: AutoEletrica:CatalogosTecnicosObrigatorios (12 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:25.0061518-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: AutoEletrica:ProntuarioPersistenteVeiculo. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:25.0185309-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: AutoEletrica:ProntuarioPersistenteVeiculo (12 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:25.0191554-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: AutoEletrica:DiagnosticoGeraOrcamento. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:25.0344361-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: AutoEletrica:DiagnosticoGeraOrcamento (15 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:25.0351030-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: AutoEletrica:HistoricoDefeitosRecorrentes. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:25.0553039-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=OS 'aad7f566-ce26-4b4e-a098-43a2c4b7297f' integrada ao financeiro. Total=R$ 105,00. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:25.0584734-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=OS '183bce0f-3100-4946-bc0a-8a2f06824c64' integrada ao financeiro. Total=R$ 105,00. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:25.1410849-03:00 | Nivel=ERROR | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test falhou: AutoEletrica:HistoricoDefeitosRecorrentes | ErroTecnico=System.InvalidOperationException: Historico de defeitos recorrentes nao consolidou retorno, pecas, garantia, modelo e tempo medio. | StackTrace=   at PrimoAutoEletrica.Services.UiSmokeTestService.<>c__DisplayClass15_0.<RunAutoEletricaTecnicaChecks>b__3() in C:\Projetos\PrimoAutoEletrica\PrimoAutoEletrica\Services\UiSmokeTestService.AutoEletrica.cs:line 212\r\n   at PrimoAutoEletrica.Services.UiSmokeTestService.RunCheck(UiSmokeTestRunResult result, String name, Action action) in C:\Projetos\PrimoAutoEletrica\PrimoAutoEletrica\Services\UiSmokeTestService.cs:line 508
DataHora=2026-09-26T14:06:25.1417855-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: AutoEletrica:TelaCarregaEAcoes. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:26.5526520-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Auto eletrica tecnica: Orcamento ORC-20260926-0003 gerado em rascunho a partir do diagnostico. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:27.1851635-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: AutoEletrica:TelaCarregaEAcoes (2043 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:27.1858459-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: MainWindow:NavegaAutoEletricaTecnica. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:27.2396828-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:27.2403271-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:27.2408855-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Dashboard'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:27.4186870-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: AutoEletricaTecnica | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:27.4193748-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: AutoEletricaTecnica | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:27.4199451-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'AutoEletricaTecnica'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:27.4820112-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: MainWindow:NavegaAutoEletricaTecnica (296 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:27.4829251-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: OrdensServico:CadastroCompletoPelaTela. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:30.5651051-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=OrdensServico | Acao=DialogResult suprimido em automacao para 'OrdemServicoWindow': DialogResult somente pode ser definido após Window ser criado e exibido como caixa de diálogo. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:31.2208061-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: OrdensServico:CadastroCompletoPelaTela (3737 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:31.2214503-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: OrdensServico:MidiasChecklistFinanceiro. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:32.9883130-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=OS '01ca7230-a119-4199-ab1a-72d8364f2bc9' integrada ao financeiro. Total=R$ 105,00. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:33.7550970-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=OS '01ca7230-a119-4199-ab1a-72d8364f2bc9' integrada ao financeiro. Total=R$ 105,00. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:33.7584937-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=OS '01ca7230-a119-4199-ab1a-72d8364f2bc9' integrada ao financeiro. Total=R$ 105,00. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:34.5283417-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Envio ao cliente validado em automacao para OS OS-2026-0027. PDF gerado em 'C:\Users\campo\OneDrive\Documentos\PrimoAutoEletrica\PDFs\OS_OS-2026-0027_20260926_140634.pdf' sem abrir apps externos. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:35.1737185-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Impressao da OS OS-2026-0027 validada em automacao sem abrir dialogo de impressora. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:36.1525318-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Bloqueio criado: OrdemServico/01ca7230-a119-4199-ab1a-72d8364f2bc9 por Smoke Test em CIRO. Expira em 30 minutos. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:36.2632308-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Bloqueio liberado: OrdemServico/01ca7230-a119-4199-ab1a-72d8364f2bc9 por Smoke Test. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:36.2640180-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: OrdensServico:MidiasChecklistFinanceiro (5042 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:36.2648361-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: OficinaKanban:SnapshotTimelineComunicacao. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:36.5207073-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: OficinaKanban:SnapshotTimelineComunicacao (255 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:36.5213726-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: OficinaKanban:OrcamentoWhatsAppAprovacaoRecusa. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:36.5525646-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: OficinaKanban:OrcamentoWhatsAppAprovacaoRecusa (31 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:36.5532304-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: OficinaKanban:AssinaturaDigitalCanvas. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:37.3427753-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: OficinaKanban:AssinaturaDigitalCanvas (789 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:37.3435731-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: OficinaKanban:TelaCarregaEAcoes. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:39.5582498-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Abertura da OS OS-2026-0025 validada em automacao pelo Kanban. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:40.1960781-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: OficinaKanban:TelaCarregaEAcoes (2852 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:40.1967955-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: MainWindow:NavegaOficinaKanban. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:40.2875066-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:40.2881792-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:40.2887373-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Dashboard'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:40.6530518-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: OficinaKanban | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:40.6536772-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: OficinaKanban | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:40.6544162-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'OficinaKanban'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:40.6566439-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: MainWindow:NavegaOficinaKanban (459 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:40.6573426-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Orcamentos:ConversoesPdfWhatsAppAlertas. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:41.6622776-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Exportacao PDF do orcamento 'ORC-20260926-0001' validada em automacao: C:\Users\campo\AppData\Local\Temp\primox-c113-smoke-20260926_140533\Logs\orcamentos-smoke\Orcamento_ORC-20260926-0001_20260926140641631.pdf | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:42.2907011-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Compartilhamento WhatsApp do orcamento 'ORC-20260926-0001' validado em automacao. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:43.2562928-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Orcamento '27d1aa14-43f3-4a41-8b22-732811f9fd46' aprovado comercialmente. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:43.3680683-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Orcamento '27d1aa14-43f3-4a41-8b22-732811f9fd46' convertido em OS 'd7f88d64-5b6f-4267-81ec-fe16d06deca3'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:43.4878579-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Venda '655c4dec-79a8-40dc-9d95-56a89242a5a0' registrada com 1 item(ns) e total R$ 25,00. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:43.4920291-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Orcamento '032071af-4d4f-4687-bc40-bce88022c566' integrado ao financeiro. Total=R$ 25,00; PagamentoImediato=True. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:43.5941498-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Orcamento '032071af-4d4f-4687-bc40-bce88022c566' convertido em venda '655c4dec-79a8-40dc-9d95-56a89242a5a0'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:43.6003427-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Orcamentos:ConversoesPdfWhatsAppAlertas (2942 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:43.6011671-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Dvi:OrcamentoOsFluxoLight1280. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:52.5776869-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Orcamento '3157414d-0050-46e9-b81d-0e4d7105024e' aprovado comercialmente. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:52.6834621-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Orcamento '3157414d-0050-46e9-b81d-0e4d7105024e' convertido em OS 'bec3143e-beef-45fc-b4da-e669e4535732'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:53.1201508-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Bloqueio criado: OrdemServico/bec3143e-beef-45fc-b4da-e669e4535732 por Smoke Test em CIRO. Expira em 30 minutos. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:53.8371656-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Bloqueio liberado: OrdemServico/bec3143e-beef-45fc-b4da-e669e4535732 por Smoke Test. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:53.8430577-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Dvi:OrcamentoOsFluxoLight1280 (10241 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:06:53.8436303-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Dvi:OrcamentoOsFluxoDark1280. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:02.8074553-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Orcamento 'f1cfdd5e-e7b5-413f-8a68-0d8023f89556' aprovado comercialmente. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:02.9164833-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Orcamento 'f1cfdd5e-e7b5-413f-8a68-0d8023f89556' convertido em OS '008b159d-d49c-4b0c-b49c-298eb90b16da'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:03.3410133-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Bloqueio criado: OrdemServico/008b159d-d49c-4b0c-b49c-298eb90b16da por Smoke Test em CIRO. Expira em 30 minutos. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:04.0756154-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Bloqueio liberado: OrdemServico/008b159d-d49c-4b0c-b49c-298eb90b16da por Smoke Test. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:04.0886526-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Dvi:OrcamentoOsFluxoDark1280 (10245 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:04.0895495-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Documentos:PdfPadronizadosObrigatorios. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:04.0934051-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=OS '01ca7230-a119-4199-ab1a-72d8364f2bc9' integrada ao financeiro. Total=R$ 105,00. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:04.2678826-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Documentos:PdfPadronizadosObrigatorios (178 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:04.2684691-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Documentos:RoteiroImpressaoManual. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:04.2695302-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Documentos:RoteiroImpressaoManual (1 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:04.2701824-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Documentacao:ManualUsuarioManualTecnicoRoadmap. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:04.2761215-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Documentacao:ManualUsuarioManualTecnicoRoadmap (5 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:04.2767756-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Agendamentos:VisualizacoesFiltrosConversoes. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:04.6394133-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Agendamentos | Acao=WhatsApp validado em automacao para agendamento AG-VIS-HOJE-140704278-140704282-1727 (lembrete). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:05.1858330-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Agendamentos:VisualizacoesFiltrosConversoes (909 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:05.1865524-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Agendamentos:CheckInCheckOutPelaTela. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:07.6816609-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Agendamento 'e8354744-a761-420f-a7d1-226d39b1aa71' integrado ao financeiro. Total=R$ 115,00, Recebido=R$ 0,00, Aberto=R$ 115,00. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:07.6916606-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Estoque integrado para o agendamento 'e8354744-a761-420f-a7d1-226d39b1aa71' com 1 produto(s). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:07.6939442-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Venda '742646ae-f361-43f8-9a8f-2b01e9043f36' registrada com 1 item(ns) e total R$ 25,00. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:07.6962283-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Agendamento 'e8354744-a761-420f-a7d1-226d39b1aa71' registrado no PDV como venda '742646ae-f361-43f8-9a8f-2b01e9043f36'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:08.5107462-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Agendamentos:CheckInCheckOutPelaTela (3324 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:08.5117726-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Financeiro:GraficosAlertasDivergencia. | ErroTecnico= | StackTrace=
