Arquivo,Origem,Destino,Obrigatório,Tipo,Preservar no Update?,Preservar no Uninstall?,Observação
fr\PresentationFramework.resources.dll,publish/win-x64/fr/PresentationFramework.resources.dll,{app}/fr/PresentationFramework.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
fr\PresentationUI.resources.dll,publish/win-x64/fr/PresentationUI.resources.dll,{app}/fr/PresentationUI.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
fr\ReachFramework.resources.dll,publish/win-x64/fr/ReachFramework.resources.dll,{app}/fr/ReachFramework.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
fr\System.Windows.Controls.Ribbon.resources.dll,publish/win-x64/fr/System.Windows.Controls.Ribbon.resources.dll,{app}/fr/System.Windows.Controls.Ribbon.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
fr\System.Windows.Input.Manipulations.resources.dll,publish/win-x64/fr/System.Windows.Input.Manipulations.resources.dll,{app}/fr/System.Windows.Input.Manipulations.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
fr\System.Xaml.resources.dll,publish/win-x64/fr/System.Xaml.resources.dll,{app}/fr/System.Xaml.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
fr\UIAutomationClient.resources.dll,publish/win-x64/fr/UIAutomationClient.resources.dll,{app}/fr/UIAutomationClient.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
fr\UIAutomationClientSideProviders.resources.dll,publish/win-x64/fr/UIAutomationClientSideProviders.resources.dll,{app}/fr/UIAutomationClientSideProviders.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
fr\UIAutomationProvider.resources.dll,publish/win-x64/fr/UIAutomationProvider.resources.dll,{app}/fr/UIAutomationProvider.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
fr\UIAutomationTypes.resources.dll,publish/win-x64/fr/UIAutomationTypes.resources.dll,{app}/fr/UIAutomationTypes.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
fr\WindowsBase.resources.dll,publish/win-x64/fr/WindowsBase.resources.dll,{app}/fr/WindowsBase.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
it\Microsoft.Data.SqlClient.resources.dll,publish/win-x64/it/Microsoft.Data.SqlClient.resources.dll,{app}/it/Microsoft.Data.SqlClient.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
it\PresentationCore.resources.dll,publish/win-x64/it/PresentationCore.resources.dll,{app}/it/PresentationCore.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
it\PresentationFramework.resources.dll,publish/win-x64/it/PresentationFramework.resources.dll,{app}/it/PresentationFramework.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
it\PresentationUI.resources.dll,publish/win-x64/it/PresentationUI.resources.dll,{app}/it/PresentationUI.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
it\ReachFramework.resources.dll,publish/win-x64/it/ReachFramework.resources.dll,{app}/it/ReachFramework.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
it\System.Windows.Controls.Ribbon.resources.dll,publish/win-x64/it/System.Windows.Controls.Ribbon.resources.dll,{app}/it/System.Windows.Controls.Ribbon.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
it\System.Windows.Input.Manipulations.resources.dll,publish/win-x64/it/System.Windows.Input.Manipulations.resources.dll,{app}/it/System.Windows.Input.Manipulations.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
it\System.Xaml.resources.dll,publish/win-x64/it/System.Xaml.resources.dll,{app}/it/System.Xaml.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
it\UIAutomationClient.resources.dll,publish/win-x64/it/UIAutomationClient.resources.dll,{app}/it/UIAutomationClient.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
it\UIAutomationClientSideProviders.resources.dll,publish/win-x64/it/UIAutomationClientSideProviders.resources.dll,{app}/it/UIAutomationClientSideProviders.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
it\UIAutomationProvider.resources.dll,publish/win-x64/it/UIAutomationProvider.resources.dll,{app}/it/UIAutomationProvider.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
it\UIAutomationTypes.resources.dll,publish/win-x64/it/UIAutomationTypes.resources.dll,{app}/it/UIAutomationTypes.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
it\WindowsBase.resources.dll,publish/win-x64/it/WindowsBase.resources.dll,{app}/it/WindowsBase.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ja\Microsoft.Data.SqlClient.resources.dll,publish/win-x64/ja/Microsoft.Data.SqlClient.resources.dll,{app}/ja/Microsoft.Data.SqlClient.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ja\PresentationCore.resources.dll,publish/win-x64/ja/PresentationCore.resources.dll,{app}/ja/PresentationCore.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ja\PresentationFramework.resources.dll,publish/win-x64/ja/PresentationFramework.resources.dll,{app}/ja/PresentationFramework.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ja\PresentationUI.resources.dll,publish/win-x64/ja/PresentationUI.resources.dll,{app}/ja/PresentationUI.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ja\ReachFramework.resources.dll,publish/win-x64/ja/ReachFramework.resources.dll,{app}/ja/ReachFramework.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ja\System.Windows.Controls.Ribbon.resources.dll,publish/win-x64/ja/System.Windows.Controls.Ribbon.resources.dll,{app}/ja/System.Windows.Controls.Ribbon.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ja\System.Windows.Input.Manipulations.resources.dll,publish/win-x64/ja/System.Windows.Input.Manipulations.resources.dll,{app}/ja/System.Windows.Input.Manipulations.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ja\System.Xaml.resources.dll,publish/win-x64/ja/System.Xaml.resources.dll,{app}/ja/System.Xaml.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ja\UIAutomationClient.resources.dll,publish/win-x64/ja/UIAutomationClient.resources.dll,{app}/ja/UIAutomationClient.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ja\UIAutomationClientSideProviders.resources.dll,publish/win-x64/ja/UIAutomationClientSideProviders.resources.dll,{app}/ja/UIAutomationClientSideProviders.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ja\UIAutomationProvider.resources.dll,publish/win-x64/ja/UIAutomationProvider.resources.dll,{app}/ja/UIAutomationProvider.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ja\UIAutomationTypes.resources.dll,publish/win-x64/ja/UIAutomationTypes.resources.dll,{app}/ja/UIAutomationTypes.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ja\WindowsBase.resources.dll,publish/win-x64/ja/WindowsBase.resources.dll,{app}/ja/WindowsBase.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ko\Microsoft.Data.SqlClient.resources.dll,publish/win-x64/ko/Microsoft.Data.SqlClient.resources.dll,{app}/ko/Microsoft.Data.SqlClient.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ko\PresentationCore.resources.dll,publish/win-x64/ko/PresentationCore.resources.dll,{app}/ko/PresentationCore.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ko\PresentationFramework.resources.dll,publish/win-x64/ko/PresentationFramework.resources.dll,{app}/ko/PresentationFramework.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ko\PresentationUI.resources.dll,publish/win-x64/ko/PresentationUI.resources.dll,{app}/ko/PresentationUI.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ko\ReachFramework.resources.dll,publish/win-x64/ko/ReachFramework.resources.dll,{app}/ko/ReachFramework.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ko\System.Windows.Controls.Ribbon.resources.dll,publish/win-x64/ko/System.Windows.Controls.Ribbon.resources.dll,{app}/ko/System.Windows.Controls.Ribbon.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ko\System.Windows.Input.Manipulations.resources.dll,publish/win-x64/ko/System.Windows.Input.Manipulations.resources.dll,{app}/ko/System.Windows.Input.Manipulations.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ko\System.Xaml.resources.dll,publish/win-x64/ko/System.Xaml.resources.dll,{app}/ko/System.Xaml.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ko\UIAutomationClient.resources.dll,publish/win-x64/ko/UIAutomationClient.resources.dll,{app}/ko/UIAutomationClient.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ko\UIAutomationClientSideProviders.resources.dll,publish/win-x64/ko/UIAutomationClientSideProviders.resources.dll,{app}/ko/UIAutomationClientSideProviders.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ko\UIAutomationProvider.resources.dll,publish/win-x64/ko/UIAutomationProvider.resources.dll,{app}/ko/UIAutomationProvider.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ko\UIAutomationTypes.resources.dll,publish/win-x64/ko/UIAutomationTypes.resources.dll,{app}/ko/UIAutomationTypes.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ko\WindowsBase.resources.dll,publish/win-x64/ko/WindowsBase.resources.dll,{app}/ko/WindowsBase.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
pl\PresentationCore.resources.dll,publish/win-x64/pl/PresentationCore.resources.dll,{app}/pl/PresentationCore.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
pl\PresentationFramework.resources.dll,publish/win-x64/pl/PresentationFramework.resources.dll,{app}/pl/PresentationFramework.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
pl\PresentationUI.resources.dll,publish/win-x64/pl/PresentationUI.resources.dll,{app}/pl/PresentationUI.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
pl\ReachFramework.resources.dll,publish/win-x64/pl/ReachFramework.resources.dll,{app}/pl/ReachFramework.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
pl\System.Windows.Controls.Ribbon.resources.dll,publish/win-x64/pl/System.Windows.Controls.Ribbon.resources.dll,{app}/pl/System.Windows.Controls.Ribbon.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
pl\System.Windows.Input.Manipulations.resources.dll,publish/win-x64/pl/System.Windows.Input.Manipulations.resources.dll,{app}/pl/System.Windows.Input.Manipulations.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
pl\System.Xaml.resources.dll,publish/win-x64/pl/System.Xaml.resources.dll,{app}/pl/System.Xaml.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
pl\UIAutomationClient.resources.dll,publish/win-x64/pl/UIAutomationClient.resources.dll,{app}/pl/UIAutomationClient.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
pl\UIAutomationClientSideProviders.resources.dll,publish/win-x64/pl/UIAutomationClientSideProviders.resources.dll,{app}/pl/UIAutomationClientSideProviders.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
pl\UIAutomationProvider.resources.dll,publish/win-x64/pl/UIAutomationProvider.resources.dll,{app}/pl/UIAutomationProvider.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
pl\UIAutomationTypes.resources.dll,publish/win-x64/pl/UIAutomationTypes.resources.dll,{app}/pl/UIAutomationTypes.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
pl\WindowsBase.resources.dll,publish/win-x64/pl/WindowsBase.resources.dll,{app}/pl/WindowsBase.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
pt-BR\Microsoft.Data.SqlClient.resources.dll,publish/win-x64/pt-BR/Microsoft.Data.SqlClient.resources.dll,{app}/pt-BR/Microsoft.Data.SqlClient.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
pt-BR\PresentationCore.resources.dll,publish/win-x64/pt-BR/PresentationCore.resources.dll,{app}/pt-BR/PresentationCore.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
pt-BR\PresentationFramework.resources.dll,publish/win-x64/pt-BR/PresentationFramework.resources.dll,{app}/pt-BR/PresentationFramework.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
pt-BR\PresentationUI.resources.dll,publish/win-x64/pt-BR/PresentationUI.resources.dll,{app}/pt-BR/PresentationUI.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
pt-BR\ReachFramework.resources.dll,publish/win-x64/pt-BR/ReachFramework.resources.dll,{app}/pt-BR/ReachFramework.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
pt-BR\System.Windows.Controls.Ribbon.resources.dll,publish/win-x64/pt-BR/System.Windows.Controls.Ribbon.resources.dll,{app}/pt-BR/System.Windows.Controls.Ribbon.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
pt-BR\System.Windows.Input.Manipulations.resources.dll,publish/win-x64/pt-BR/System.Windows.Input.Manipulations.resources.dll,{app}/pt-BR/System.Windows.Input.Manipulations.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
pt-BR\System.Xaml.resources.dll,publish/win-x64/pt-BR/System.Xaml.resources.dll,{app}/pt-BR/System.Xaml.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
pt-BR\UIAutomationClient.resources.dll,publish/win-x64/pt-BR/UIAutomationClient.resources.dll,{app}/pt-BR/UIAutomationClient.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
pt-BR\UIAutomationClientSideProviders.resources.dll,publish/win-x64/pt-BR/UIAutomationClientSideProviders.resources.dll,{app}/pt-BR/UIAutomationClientSideProviders.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
pt-BR\UIAutomationProvider.resources.dll,publish/win-x64/pt-BR/UIAutomationProvider.resources.dll,{app}/pt-BR/UIAutomationProvider.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
pt-BR\UIAutomationTypes.resources.dll,publish/win-x64/pt-BR/UIAutomationTypes.resources.dll,{app}/pt-BR/UIAutomationTypes.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
pt-BR\WindowsBase.resources.dll,publish/win-x64/pt-BR/WindowsBase.resources.dll,{app}/pt-BR/WindowsBase.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ru\Microsoft.Data.SqlClient.resources.dll,publish/win-x64/ru/Microsoft.Data.SqlClient.resources.dll,{app}/ru/Microsoft.Data.SqlClient.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ru\PresentationCore.resources.dll,publish/win-x64/ru/PresentationCore.resources.dll,{app}/ru/PresentationCore.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ru\PresentationFramework.resources.dll,publish/win-x64/ru/PresentationFramework.resources.dll,{app}/ru/PresentationFramework.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ru\PresentationUI.resources.dll,publish/win-x64/ru/PresentationUI.resources.dll,{app}/ru/PresentationUI.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ru\ReachFramework.resources.dll,publish/win-x64/ru/ReachFramework.resources.dll,{app}/ru/ReachFramework.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ru\System.Windows.Controls.Ribbon.resources.dll,publish/win-x64/ru/System.Windows.Controls.Ribbon.resources.dll,{app}/ru/System.Windows.Controls.Ribbon.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ru\System.Windows.Input.Manipulations.resources.dll,publish/win-x64/ru/System.Windows.Input.Manipulations.resources.dll,{app}/ru/System.Windows.Input.Manipulations.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ru\System.Xaml.resources.dll,publish/win-x64/ru/System.Xaml.resources.dll,{app}/ru/System.Xaml.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ru\UIAutomationClient.resources.dll,publish/win-x64/ru/UIAutomationClient.resources.dll,{app}/ru/UIAutomationClient.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ru\UIAutomationClientSideProviders.resources.dll,publish/win-x64/ru/UIAutomationClientSideProviders.resources.dll,{app}/ru/UIAutomationClientSideProviders.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ru\UIAutomationProvider.resources.dll,publish/win-x64/ru/UIAutomationProvider.resources.dll,{app}/ru/UIAutomationProvider.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ru\UIAutomationTypes.resources.dll,publish/win-x64/ru/UIAutomationTypes.resources.dll,{app}/ru/UIAutomationTypes.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
ru\WindowsBase.resources.dll,publish/win-x64/ru/WindowsBase.resources.dll,{app}/ru/WindowsBase.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
Services\DatabaseProviders\SqlServerSchema.sql,publish/win-x64/Services/DatabaseProviders/SqlServerSchema.sql,{app}/Services/DatabaseProviders/SqlServerSchema.sql,NÃO,DOCUMENTAÇÃO,NÃO (Substituído),NÃO (Removido),"Documento, termos ou script de suporte"
tr\PresentationCore.resources.dll,publish/win-x64/tr/PresentationCore.resources.dll,{app}/tr/PresentationCore.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
tr\PresentationFramework.resources.dll,publish/win-x64/tr/PresentationFramework.resources.dll,{app}/tr/PresentationFramework.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
tr\PresentationUI.resources.dll,publish/win-x64/tr/PresentationUI.resources.dll,{app}/tr/PresentationUI.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
tr\ReachFramework.resources.dll,publish/win-x64/tr/ReachFramework.resources.dll,{app}/tr/ReachFramework.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
tr\System.Windows.Controls.Ribbon.resources.dll,publish/win-x64/tr/System.Windows.Controls.Ribbon.resources.dll,{app}/tr/System.Windows.Controls.Ribbon.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
tr\System.Windows.Input.Manipulations.resources.dll,publish/win-x64/tr/System.Windows.Input.Manipulations.resources.dll,{app}/tr/System.Windows.Input.Manipulations.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
tr\System.Xaml.resources.dll,publish/win-x64/tr/System.Xaml.resources.dll,{app}/tr/System.Xaml.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
tr\UIAutomationClient.resources.dll,publish/win-x64/tr/UIAutomationClient.resources.dll,{app}/tr/UIAutomationClient.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
tr\UIAutomationClientSideProviders.resources.dll,publish/win-x64/tr/UIAutomationClientSideProviders.resources.dll,{app}/tr/UIAutomationClientSideProviders.resources.dll,SIM,DEPENDÊNCIA,NÃO (Substituído),NÃO (Removido),Assembly gerenciado ou biblioteca nativa de runtime (.NET 10 / SQLite)
